e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
06-Sep-2023 01:30 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:30 PM,"[E Tender for Comprehensive License for Meet and Greet Services Airport Entry Ticket and Trolley Advertisement cum Retrieval Facilities at Madurai Airport]
																				[AAI/MDU/COMML/ET/202324/03][2023_AAI_166798_1]",Airports Authority of India||Southern Region - AAI||MADURAI - AAI||COMMERCIAL-VOMD - AAI
06-Sep-2023 12:30 PM,29-Sep-2023 06:00 PM,03-Oct-2023 11:00 AM,"[Special repair to operational boundary wall including replacement of RBT concertina coil overhang at B.P.I. Airport, Bhubaneswar]
																				[AAI/BS/Engg(C)/NIT-14/2023-24][2023_AAI_166784_1]",Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||ENGG CIVIL-VEBS - AAI
06-Sep-2023 09:00 AM,19-Oct-2023 06:00 PM,26-Oct-2023 11:00 AM,"[Development of New Greenfield Airport at Dholera, Ahmedabad, Gujarat Phase1 SH Detailed Designing, Engineering, Procurement and Construction of New Integrated Passenger Terminal Building, ATC Tower Cum Technical Block, Cargo Complex, ESS etc.]
																				[EPC TENDER FOR NITB AND ALLIED BLDG ETC AT DHOLERA][2023_AAI_164662_1]",Airports Authority of India||Western Region - AAI||AHMEDABAD - AAI||ENGG ELECT-VAAH - AAI
06-Sep-2023 09:00 AM,29-Sep-2023 10:00 AM,03-Oct-2023 11:00 AM,"[Annual Maintenance Contract of Civil works in Operational Area at Aurangabad Airport 2023-24]
																				[AAI/AUR/E-C/W-126/AMC/2023][2023_AAI_164598_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||ENGG CIVIL-ER - AAI
06-Sep-2023 09:00 AM,29-Sep-2023 10:00 AM,05-Oct-2023 11:00 AM,"[AMC civil works in AAI residential colony, non-operational area, City side area of TB and Cargo at Aurangabad Airport 2023-24]
																				[AAI/AUR/E-C/W-127/AMC/2023][2023_AAI_166778_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||ENGG CIVIL-ER - AAI
05-Sep-2023 06:00 PM,27-Sep-2023 06:00 PM,29-Sep-2023 11:00 AM,"[Works contract for day to day and CMC of FDAS and PA System of Operational Office Building and Multiactivity Building along with Hydrant or Sprinkler Pipe Lines at NSCBI Airport Kolkata]
																				[AAC/EMD-IX/2023-24/RM/FF][2023_AAI_166439_1]",Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI
05-Sep-2023 05:30 PM,27-Sep-2023 06:00 PM,29-Sep-2023 11:00 AM,"[ARMO works 2023-26, Sub Head- Comprehensive Maintenance Contract of 04 Nos of 200 LPH RO Water Purifier Plant at Tirupati Airport (2023-26)]
																				[AAI/TPT/ENGG(E)/M-08/2023-24][2023_AAI_166704_1]",Airports Authority of India||Southern Region - AAI||TIRUPATI - AAI||ENGG ELECT-VOTP - AAI
05-Sep-2023 05:30 PM,27-Sep-2023 06:00 PM,29-Sep-2023 11:00 AM,"[Miscellaneous Capital works including renovation and modification of existing facilities at B.P.I. Airport, Bhubaneswar.]
																				[AAI/BS/Engg(C)/NIT-13/2023-24][2023_AAI_166719_1]",Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||ENGG CIVIL-VEBS - AAI
05-Sep-2023 05:10 PM,30-Sep-2023 06:00 PM,03-Oct-2023 11:00 AM,"[Construction of cooling pit at Silchar Airport]
																				[AAI/Sil/Engg (C)/ Cooling Pit][2023_AAI_165689_1]",Airports Authority of India||North East Region - AAI||SILCHAR - AAI||ENGG CIVIL-VEKU - AAI
05-Sep-2023 04:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 04:00 PM,"[Patna Facade and Landscape Lighting]
																				[Patna-Facade and Landscape Lighting][2023_AAI_165874_1]",Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI
05-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[License for operating Smoking Lounge and Sales Kiosk at Pune Airport]
																				[14/2023][2023_AAI_166674_1]",Airports Authority of India||Western Region - AAI||PUNE - AAI||COMMERCIAL-VAPO - AAI
05-Sep-2023 09:00 AM,26-Sep-2023 06:00 PM,28-Sep-2023 11:00 AM,"[Annual Painting works of Runway, Apron, Taxiway and miscellaneous markings at Kolhapur Airport for the year 2023-24.]
																				[AAI/KOLHAPUR/CIVIL/2023-24/08][2023_AAI_165769_1]",Airports Authority of India||Western Region - AAI||SURAT - AAI||ENGG CIVIL-VASU - AAI
04-Sep-2023 06:00 PM,26-Sep-2023 06:00 PM,28-Sep-2023 11:00 AM,"[Grass cutting work inside the Operational area during 2023-24 at Ayodhya Airport,Ayodhya]
																				[AAI/AYO/ENGG(C)/GT/W-07/23-24][2023_AAI_166472_1]",Airports Authority of India||North East Region - AAI||GUWAHATI - AAI||ENGG CIVIL-VEGT - AAI
04-Sep-2023 04:30 PM,27-Sep-2023 06:00 PM,03-Oct-2023 11:00 AM,"[Misc Civil Works for repair and maintenance of Buildings and Quarters at Safdarjung Airport, Jor Bagh Colony and its associated areas for the year 2023-24 ]
																				[AAI/DEL/Engg.(C)/JB/Misc/23][2023_AAI_166544_1]",Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||ENGG CIVIL-NR - AAI
04-Sep-2023 04:00 PM,26-Sep-2023 06:00 PM,03-Oct-2023 11:00 AM,"[Disposal of mounds of earth/grass lying near Old MSSR Building to Newly acquired 30. 57 acres of land adjacent to RW 12 East Side Chennai Airport]
																				[AAI/CHN/CMD-I/2023/011][2023_AAI_166557_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||ENGG CIVIL-VOPB - AAI
04-Sep-2023 09:00 AM,26-Sep-2023 06:00 PM,27-Sep-2023 03:00 PM,"[Establishment of Inflight Catering and Services on Design, Build, Finance, Operate, Maintain and Transfer (DBFOMT) basis at Varanasi Airport]
																				[AAI/CHQ/BDUIFCS/VARANASHI/2023][2023_AAI_166447_1]",Airports Authority of India||CHQ - AAI||NIAMAR - AAI
02-Sep-2023 04:00 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Notice Inviting e-Tender For LICENSE FOR RETAIL OUTLET FOR TOYS AND TRAVEL ACCESSORIES SHOP IN SHA, UPPER GROUND FLOOR at NITB, VSI Airport, Port Blair]
																				[ AAI/PB/COMML/Toys and Travel Accessory /2023 ][2023_AAI_166357_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||TERMINAL MGMT-VOPB - AAI
02-Sep-2023 04:00 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Notice Inviting e-Tender for LICENSE FOR RETAIL OUTLET FOR APPAREL SHOP IN SHA, UPPER GROUND FLOOR at NITB, VSI Airport, Port Blair]
																				[AAI/PB/COMML/Apparel/2023][2023_AAI_166356_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||TERMINAL MGMT-VOPB - AAI
02-Sep-2023 09:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Apparel Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/AO/2023 ][2023_AAI_166453_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Books and Videos Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/B-V/2023][2023_AAI_166262_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Watch Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[ AAI/COMML/GOA/WO/2023 ][2023_AAI_166448_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Jewellery Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[ AAI/COMML/GOA/JO/2023 ][2023_AAI_166426_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Home Fashion Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/HF/2023 ][2023_AAI_166444_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,22-Sep-2023 03:00 PM,25-Sep-2023 03:00 PM,"[Branded Footwear NTB Location 22 SHA GF]
																				[AAI/JBP/COMML/FOOTWEAR/2023][2023_AAI_161982_2]",Airports Authority of India||Western Region - AAI||JABALPUR - AAI||CNS-VAJB - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Footwear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/FWO/2023][2023_AAI_166251_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 06:00 PM,"[Licence for Consumer electronics outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[ AAI/COMML/GOA/CEO/2023 ][2023_AAI_166384_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Eyewear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[ AAI/COMML/GOA/EWO/2023 ][2023_AAI_166348_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Ayurvedic and Herbal product Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/A-H/2023 ][2023_AAI_166394_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Toys and Game Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[ AAI/COMML/GOA/T-G/2023 ][2023_AAI_166337_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
01-Sep-2023 06:55 PM,22-Sep-2023 03:00 PM,25-Sep-2023 03:00 PM,"[BRANDED EYEWEAR RETAILS SHOP NO  38 SHA]
																				[AAI/JBP/COMML/EYEWEAR/2023][2023_AAI_161975_2]",Airports Authority of India||Western Region - AAI||JABALPUR - AAI||CNS-VAJB - AAI
01-Sep-2023 06:50 PM,22-Sep-2023 03:00 PM,25-Sep-2023 03:00 PM,"[LICENSEE FOR STAFF CANTEEN TERMINAL BUILDING AT JABALPUR AIRPORT]
																				[AAI/JBP/COMML/STAFFCANTEN/2023][2023_AAI_161797_2]",Airports Authority of India||Western Region - AAI||JABALPUR - AAI||CNS-VAJB - AAI
01-Sep-2023 06:45 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Combined Contract Facility for operating Snack Bar in the Departure Hall, Vehicle Parking Management Rights, Trolley Retrieval cum Advertisement Rights and Visitor Airport Entry Ticket at Mysuru Airport]
																				[AAI/MYS/APD/COMML./COMBINED CONTRACT/2023][2023_AAI_166342_1]",Airports Authority of India||Southern Region - AAI||MYSORE - AAI||ENGG CIVIL-VOMY - AAI
01-Sep-2023 06:15 PM,22-Sep-2023 06:15 PM,25-Sep-2023 11:00 AM,"[License For Kolhapuri Chappal and Branded Footwear at Kolhapur Airport]
																				[AAI/RHQ/Kolhapur/ 19020/4/2023-APD-WR-KOLHAPUR    ][2023_AAI_166432_1]",Airports Authority of India||Western Region - AAI||RHQ-WR - AAI
01-Sep-2023 06:00 PM,23-Sep-2023 12:00 PM,25-Sep-2023 12:00 PM,"[Work Contract for Operation and Maintenance, additional/alteration works of E and M installations including CMC of ACs and water coolers/purifiers at Bagdogra Airport for 2 years (2023-25)]
																				[AAI/BD/MW/2023-24/NIT/02/156][2023_AAI_165293_2]",Airports Authority of India||Eastern Region - AAI||BAGDOGRA - AAI||ENGG ELECT-VEBD- AAI
01-Sep-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Replacement of old feeder cables for GLF]
																				[2023_AAI_MYS_GLF][2023_AAI_166252_1]",Airports Authority of India||Southern Region - AAI||BANGALORE - AAI||ENGG ELECT-VOBG - AAI
01-Sep-2023 06:00 PM,23-Sep-2023 06:00 PM,25-Sep-2023 11:00 AM,"[MISCELLANEOUS CIVIL WORKS FOR WELFARE OF RESIDENTS AND PROVIDING SPORT FACILITIES IN AAI RESIDENTIAL COLONY. SUBHEAD- WIDENING AND RE-CARPETING OF EXISTING ROAD OF RESIDENTIAL COLONY, CISF BARRACKS AND OTHER MISCELLANEOUS WORKS AT DABH AIRPORT,INDORE]
																				[AAI/INDORE/CIVIL/2023-24/06][2023_AAI_166408_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG CIVIL-VAID - AAI
01-Sep-2023 06:00 PM,25-Sep-2023 06:00 PM,27-Sep-2023 11:00 AM,"[Misc Civil works involved in Segregation of Old ATC Tower from Operational Area at B M Airport Ranchi]
																				[AAI/RC/AGM/Misc./Segregation][2023_AAI_166341_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||ENGG CIVIL-ER - AAI
01-Sep-2023 05:30 PM,22-Sep-2023 05:30 PM,25-Sep-2023 11:30 AM,"[Replacement of Batteries for Solar Perimeter Lighting System.]
																				[AAI/CBE/E-E/BATTERIES/2023-24][2023_AAI_166335_1]",Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG ELECT-SR - AAI
01-Sep-2023 05:00 PM,23-Sep-2023 04:00 PM,25-Sep-2023 11:30 AM,"[Annual Rate Contract for Supply of Fabric flex Banner and Selfie point cut outs ]
																				[WR-16026(20)/6/2023-HR-WR][2023_AAI_166385_1]",Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||GENERAL-WR - AAI
01-Sep-2023 04:00 PM,29-Sep-2023 06:00 PM,04-Oct-2023 11:00 AM,"[Reconstruction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata]
																				[AAI/CHQ/ER/EC/Kol/Recon-Rwy][2023_AAI_166303_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
01-Sep-2023 11:30 AM,22-Sep-2023 10:00 AM,23-Sep-2023 11:00 AM,"[Provision of perimeter lighting and associated works at SGRDJ International Airport, Amritsar.]
																				[AAI/ASR/Engg(E)/P/eNIT-06/2023][2023_AAI_166207_1]",Airports Authority of India||CHQ - AAI||Business Devlopment Cell - AAI
01-Sep-2023 11:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Convenience Retail Outlet inside Domestic Arrival at Sri Guru Ram Dass Jee International Airport, Amritsar.]
																				[AAI/ASR/COMML/RETAIL/2023/31][2023_AAI_166196_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI
01-Sep-2023 10:30 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Gift(Gifting) Retail Outlet inside Domestic SHA (First Floor) and International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.]
																				[AAI/ASR/COMML/RETAIL/2023/32][2023_AAI_166197_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI
31-Aug-2023 06:55 PM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,"[Licence for Fragrance Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/FO/2023][2023_AAI_166226_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
31-Aug-2023 06:55 PM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,"[Licence for Wellness Store at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.]
																				[AAI/COMML/GOA/WS/2023][2023_AAI_166231_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI
31-Aug-2023 06:30 PM,21-Sep-2023 06:30 PM,22-Sep-2023 06:30 PM,"[Short Term License to operate Food and Beverages Outlets (City side- outside terminal building) at Srinagar International Airport, Srinagar.]
																				[AAI/SXR/COMML/FandB/403/2023][2023_AAI_166266_1]",Airports Authority of India||Western Region - AAI||VADODARA - AAI||COMMERCIAL-VABO - AAI
31-Aug-2023 06:00 PM,22-Sep-2023 06:00 PM,26-Sep-2023 11:00 AM,"[Construction of Temporary Boundary Wall for Operationalization of ILS Glide Path at Bagdogra Airport]
																				[AAI/BD/Engg.(C)/Glide Path/NIT-07/2023-24][2023_AAI_166168_1]",Airports Authority of India||Eastern Region - AAI||BAGDOGRA - AAI||ENGG ELECT-VEBD- AAI
31-Aug-2023 06:00 PM,23-Sep-2023 06:00 PM,27-Sep-2023 11:00 AM,"[Special Repair and rehabilitation of airfield pavement at NSCBI Airport, Kolkata. SH Miscellaneous Electrical work]
																				[AAC/EMD-II/NIT-SPREP/2023-24][2023_AAI_166119_1]",Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI
31-Aug-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Sim Card Kiosk inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar]
																				[AAI/ASR/COMML/SIMCARD/2023/33][2023_AAI_166239_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI
31-Aug-2023 04:15 PM,03-Oct-2023 06:00 PM,05-Oct-2023 11:00 AM,"[Annual rate contract for repair and maintenance of civil works at Safdarjung Airport and connected area for the year 2023-24]
																				[AAI/SAP/Engg(C)/AMC-SAP/23-24][2023_AAI_166243_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
31-Aug-2023 04:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 04:30 PM,"[Providing Operation  Maintenance Services for E and M Installations]
																				[AAI/Engg(E)/SAP/AMC/2023-24][2023_AAI_166000_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
31-Aug-2023 03:00 PM,21-Sep-2023 06:00 PM,27-Sep-2023 03:00 PM,"[Modification of Storm Water Drains in Operational Area at Chennai Airport-(Balance work)]
																				[AAI/ENGG/ED-SR/CHENNAI/DRAIN/1][2023_AAI_164702_1]",Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI
31-Aug-2023 01:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[License for Snack Bar in First Floor SHA and Snack Bar in Forecourt Area Near Departure Gate of NITB at S.V. Airport, Raipur]
																				[AAI/RPR/COMML/SNACKBAR/2023][2023_AAI_166212_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||COMMERCIAL-ER - AAI
31-Aug-2023 11:00 AM,20-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,"[Annual Repair and Maintenance of Indian Aviation Academy and Hostel Block]
																				[IAA/E-C/AMC/23-24][2023_AAI_166195_1]",Airports Authority of India||CHQ - AAI||NIAMAR - AAI
30-Aug-2023 06:55 PM,22-Sep-2023 06:00 PM,25-Sep-2023 11:30 AM,"[Maintenance of landscaping garden area in front of New Integrated Terminal Building over Car Park area and on side of Entry / Exit Road at NSCBI Airport, Kolkata during the year 2023-24]
																				[AAI/KOL/HORT/LANDSCAPE/2023-24][2023_AAI_165917_1]",Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG CIVIL-VECC - AAI
30-Aug-2023 06:50 PM,20-Sep-2023 06:00 PM,22-Sep-2023 11:00 AM,"[Upkeep of AAI Hostel, Community Hall, ASTI Building and Officers Institute at AAI Residential colony Guwahati (2023-24) (RECALL)]
																				[AAI/RHQ/NER/ENGGC/Upkeep Hostel/GHY/23-24][2023_AAI_166159_1]",Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||ENGG CIVIL-NER - AAI
30-Aug-2023 06:00 PM,20-Sep-2023 06:00 PM,22-Sep-2023 11:00 AM,"[All Inclusive Comprehensive Maintenance Contract and Operation of BHS in Terminal Building at Trichy International Airport for the Year 2023-24]
																				[AAI/TRY/ENGG(E)/ARMO-26/23-24][2023_AAI_166092_1]",Airports Authority of India||Southern Region - AAI||TRICHY - AAI||ENGG ELECT-VOTR - AAI
30-Aug-2023 05:30 PM,20-Sep-2023 06:00 PM,22-Sep-2023 11:00 AM,"[A/R and M/O Civil works at Chennai Airport during 2023-24, SH Clearing bushes and Grass cutting at WT Station Mugalivakkam, MSSR in Porur and DVOR in Kancheepuram.]
																				[AAI/SR/CH/Engg(C)/Grass cutting/2023-24][2023_AAI_166117_1]",Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG CIVIL-SR - AAI
